roll,membrane,date,text
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 23 (27) b,1328/09/21,"Record of the election (fn. 6) of Simon Fraunceys, mercer, nominated by the Mayor, and Henry de Combemartyn, woolman, nominated by the Commonalty, as Sheriffs, by representatives of the Wards (twelve, eight or six according to the size of the Wards) on St Matthew's Day [21 Sept.] 1328, and of their having been presented to Sir William de la Souche, Constable of the Tower, on the morrow of the Feast of St Michael [29 Sept.]. (L) 3-4 Oct. 1328 Proceedings before Hamo de Chigwell, Mayor, and fifteen Aldermen named, on Monday and Tuesday after the Feast of St Michael [29 Sept.] 1328, against John de Cotun, Alderman of Walbrook, who was said by Roger le Bere to have declared that Hamo de Chigwell was the worst worm (pessimus vermis) that had come to London for twenty years, that there would be no peace in the City so long as he was alive, and that it would be a good thing if his head was cut off. The above Roger was examined in the Inner Chamber of the Guildhall, and said that the words were spoken in the 20th year of the late King, and that there was no other witness. The accused person denied having spoken them. As it was found that Roger le Bere was defendant in several actions at the suit of John de Cotun, and so was ill-disposed to him, the latter was allowed to purge himself with the ""sixth hand (fn. 7),"" instead of the fiftieth hand as he would otherwise have done according to ancient custom. He cleared himself by his own oath and that of Elyas de Thorp, John de Bedeford, John de Aynesham, Richard de Carleton, and John de Kyngeston, skinners. (L)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 23 (27) b,No date,"Letter from the Mayor, Aldermen and Commonalty of London to the Queen-Mother, thanking her for agreeing that her son the King should return to London with his ""places "" —as reported by Richard de Betoyne and James Beauflour, and as announced in the King's letters from York. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28),1328/10/10,"The same to the King, notifying the election of Stephen de Abyndon and Robert de Kelseye to represent the City at the Parliament at New Sarum. Dated 10 Oct. Ao 2 Edw. III [1328]. (L)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28),1328/10/10,"Letter from the Mayor, Aldermen and Commonalty of London to Sir Hugh de Neville, on behalf of William de Coulee, who complained that he had been maltreated and robbed of £100 by Hugh de Neville's sons and others, whilst visiting his cousin the parson of Horkesle on business. Dated 10 Oct. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28),1328/10/12,"The same to the King, acknowledging the receipt of his letters of credence by the hands of Oliver de Ingham and Geoffrey le Scrope. Dated 12 Oct. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28),1328/10/12,"The same to Simon (Mepeham (fn. 8) ), Archbishop of Canter bury, praying him, in conjunction with the rest of the prelates, to use his best endeavours to restore quiet and peace to the land. Dated 12 Oct. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28),1328/10/13,"Letter from the Mayor and Commonalty of London to the Mayor and Commonalty of Cambridge (fn. 9), praying them to uphold (meyntenir & avower) a certificate they had made to the effect that no one had been arrested for a robbery committed on Richard de Welleford and Geoffrey de Weston, drapers of London, in the hundred of Stowe in the county of Cambridge. Dated 13 Oct. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28)b,1328/10/13,"Letter from the Mayor, Aldermen and Commonalty of London to John (Hotham), Bishop of Ely, on behalf of the above Richard and Geoffrey, who had sued out an execution under the Statute of Winchester for the aforesaid robbery. Dated 13 Oct. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28)b,1328/10/10,"The same to Eymer la Souche, Sheriff of Cambridge, to the same effect. Dated 10 Oct. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28)b,1328/11/04,"Letter from John de ""Graham"" (Grantham), Mayor, to Walter de Norwych (fn. 10), expressing satisfaction at the prospect of his coming to the City. Dated 4 Nov. (F) A note to the effect that a similar letter was sent to Geoffrey le Scrope (fn. 11) under the Mayor's small seal. (L)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28)b,1328/11/08,"Letter from John de Grantham, Mayor, the Aldermen and Commonalty of London to the King, thanking him for having agreed that his ""places"" be brought back to London (vers celes parties) and that the next Parliament should be held there. The writers desire him not to believe anything which might be told him touching the City's want of allegiance. Dated 8 Nov. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28)b,1328/10/18,"Letter from Hugh de Nevill of Essex to the Mayor etc. of London, denying all complicity in the maltreatment and robbery of William de Coulee, and praying them to give less credence to anything that William de Coulee might say. Dated at Langham, 18 Oct. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 24 (28)b,1328/11/05,"Letter from Henry, Earl of Lancaster (fn. 12), to the Mayor etc. of London. He informs them that he had been at Winchester and had signified his good intentions to Parliament in the most obedient manner, but had not obtained a hearing, and when he was about to offer his services to the King, he found that Parliament had been adjourned to London, because they had no wish to see him there (at Salisbury). In the meantime the Earl of Kent had made certain communications (fn. 13) to him, which he could not put into writing, but which the bearer would report by word of mouth. He had gone, on the advice of the prelates and of his cousin, to his own estates. He concludes with assurances of loyalty to the King and expressions of his hope that the City of London, like him, wished for nothing so much as the King's good and the good of the realm. Dated at Hungerford, 5 Nov. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 29,1328/01/28,"Acquittance to the Sheriffs for £23 12s 5d, in part repayment of £1000 lent by the citizens to Edw. II in the 10th year of his reign. Dated 28 Jan. Ao 2 Edw. III [1327-8]. (L) Similar acquittance for £20. Same date. (L)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 29,1328/10/28,"Proceedings at the election of the Mayor on Friday the Feast of SS. Simon and Jude [28 Oct.] 1328, and the following day. An assembly took place in the Guildhall of the Mayor, Sheriffs, Aldermen and twelve, ten or eight Commoners from each Ward, and the Mayor and Aldermen retired to the Chamber to make the election for themselves and the Commonalty according to custom. When they descended to the Hall, and the Recorder announced that the election had fallen on Hamo de Chigwell, almost with one voice the Commoners assented, shouting ""yes."" After a short silence, some shouted ""Fulsham"" and others ""Chigwell,"" and the assembly broke up in confusion. Discussion and argument took place in the City all that night, until certain of the wiser citizens came to an agreement, and persuaded the candidates that in order to prevent commotion in the City, neither of them should be Mayor. Accordingly next day at tierce John de Grantham was elected Mayor and presented to the attorney of the Constable of the Tower, by whom he was sworn. Subsequently he was presented to the King and admitted as Mayor, but was not required to take the oath again. (L)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 29,1328/10/20,"Writ to the Sheriffs of London. Some evildoers, who had been outlawed for a recent assault made on the town and Abbey of St Edmunds, had since made an attack (fn. 14) on the Abbot's manor of Chevynton co. Suffolk, carried off thirtyfive horses, plate, jewels and other valuables, and had even made a prisoner of the Abbot himself and carried him off to London. The Sheriffs are ordered to make inquiries about him, and if they find him in London or their bailiwick, to place him in safety, and to secure if possible the plunder that had been taken. Dated at New Sarum, 20 Oct. Ao 2 Edw. III [1328]. (L) 18 Nov. 1328 (2) Letter from the Mayor, Aldermen and Commonalty of London, assuring the King, in answer to his inquiries, of the peaceful condition of the City, to which all who had business at his ""places"" might come with safety. The writers had heard of the King's displeasure because some Londoners had gone in arms to Winchester, to the terror of the country through which they passed. They declare that none had gone with their consent or knowledge, and that if any were found to have been guilty of going with arms, they would inflict due punishment for the offence. They conclude by praying the King not to retain any ill-feeling against his loyal citizens. Dated 18 Nov. (F) 16 Nov. 1328 (1) Letter of credence from the King on behalf of Bennet de Fulsham, Reginald de Conduit, John de Causton, Thomas de Leire, Simon de Swanlond, John de Pulteneye, Stephen de Abyndon, Henry Darci, Robert de Kelseye, Henry Wymond, John Priour, Robert le Bret, Henry Moncoy and Hugh de Brandon, the twelve leading citizens who had been sent to Windsor at his request to consult about the state of the City. They have been charged by the King to convey to the City his messages and to bring back the City's answers. Dated at Windsor, 16 Nov. Ao 2 Edw. III [1328]. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 29b,1328/11/18,"Letter from the Mayor, Aldermen and Commonalty of London to the Queen-Mother, thanking her for favours and praying their continuance. Dated 18 Nov. (F)"
Roll A 1b: (iii) Aug 1328 - Aug 1335,Membr. 29b,1328/11/13,"Note to the effect that on Sunday after the Feast of St Martin [11 Nov.] Ao 2 Edw. III [1328] a sergeant-at-arms of the King came to John de Grantham, Mayor, after vespers with the following letter: The King to the Mayor of London, desiring him to send twelve leading citizens to Windsor on Tuesday next in order to learn his wishes. Dated at Reading, 12 Nov. Ao 2 Edw. III. (F) On Monday six aldermen and commoners were chosen and forthwith proceeded to Windsor, where they had colloquy with the King and his Council, returning on Thursday with the King's letter, to which the City sent a reply. (L) [See above, letters (1) and (2), pp. 73-4.]"
